id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes|aggregate value
4756||Peggy Phillips|||2004-01-01|1916-01-01||||writer,script_department||writer,script_department 1916-01-01 2004-01-01 Peggy Phillips
4757|Saigon Rose||6|6||||1997-01-01|Crime,Drama,Mystery|||Crime,Drama,Mystery 0 1997-01-01 Saigon Rose 6 6 Saigon Rose
4758||Phil Chambers|||1993-01-01|1916-01-01||||actor||1993-01-01 1916-01-01 actor Phil Chambers
4759||Betty Field|||1973-01-01|1916-01-01||||actress,soundtrack||1916-01-01 Betty Field 1973-01-01 actress,soundtrack
4760||Haradhan Bannerjee|||2013-01-01|1926-01-01||||actor,soundtrack||2013-01-01 actor,soundtrack 1926-01-01 Haradhan Bannerjee
4761||Frank Behrens|||1986-01-01|1919-01-01||||actor||actor 1919-01-01 1986-01-01 Frank Behrens
4762||Robert L. Camina||||||||producer,miscellaneous,director||Robert L. Camina producer,miscellaneous,director
4763|The Survivor||9|4||||2004-01-01|Comedy||30|30 2004-01-01 9 0 The Survivor Comedy The Survivor 4
4764||Herbert Taschner|||1994-01-01|1926-01-01||||editor,assistant_director,sound_department||Herbert Taschner 1994-01-01 editor,assistant_director,sound_department 1926-01-01
4765|Episode #7/Episode #8||4|1||||1995-01-01|Action,Adventure,Animation||12|Episode #7/Episode #8 1 Action,Adventure,Animation 12 0 Episode #7/Episode #8 1995-01-01 4
4766||Georgia King||||1986-01-01||||actress,director,writer||actress,director,writer Georgia King 1986-01-01
4767||Alan David||||||||actor,producer||Alan David actor,producer
4768|Chapter 33||7|3||||2015-01-01|Drama||53|Chapter 33 7 53 0 Drama 2015-01-01 Chapter 33 3
4769|Saigon||3|4||||1956-01-01|Drama||30|30 Saigon Saigon 0 Drama 1956-01-01 4 3
4770||Tania Velia||||||||actress||Tania Velia actress
4771||Geoffrey Deuel||||1943-01-01||||actor||1943-01-01 actor Geoffrey Deuel
4772||Eric Martin||||||||writer,actor||Eric Martin writer,actor
4773||Bob Mitchell|||1992-01-01|1918-01-01||||writer,actor||1992-01-01 writer,actor Bob Mitchell 1918-01-01
4774||William Self|||2010-01-01|1921-01-01||||production_manager,producer,actor||production_manager,producer,actor 1921-01-01 William Self 2010-01-01
4775||Steven Rasch||||||||editor,music_department,actor||editor,music_department,actor Steven Rasch
4776|Chapter 67||2|6||||2018-01-01|Drama||53|53 0 2 Drama 2018-01-01 Chapter 67 6 Chapter 67
4777||Johanna Westman||||1969-01-01||||actress,director,writer||1969-01-01 actress,director,writer Johanna Westman
4778|Black Maps and Motel Rooms||7|2||||2015-01-01|Crime,Drama,Mystery||64|2 Black Maps and Motel Rooms 7 64 Crime,Drama,Mystery 0 Black Maps and Motel Rooms 2015-01-01
4779||Miljenko Sipus||||||||actor,camera_department,sound_department||Miljenko Sipus actor,camera_department,sound_department
4780||Michael Burns||||1947-01-01||||actor||1947-01-01 Michael Burns actor
4781||Phyllis Thaxter|||2012-01-01|1919-01-01||||actress,soundtrack||Phyllis Thaxter 2012-01-01 1919-01-01 actress,soundtrack
4782|Kellerman, P.I.: Part 1||8|7||||1998-01-01|Crime,Drama,Mystery|||8 1998-01-01 Kellerman, P.I.: Part 1 Crime,Drama,Mystery 0 7 Kellerman, P.I.: Part 1
4783|The Silent Speaker: Part 1||13|2||||2002-01-01|Action,Drama,Mystery|||2 The Silent Speaker: Part 1 0 13 Action,Drama,Mystery The Silent Speaker: Part 1 2002-01-01
4784||Adrian Scott|||1972-01-01|1912-01-01||||writer,producer||writer,producer 1972-01-01 1912-01-01 Adrian Scott
4785||Erkan Ogur||||1954-01-01||||composer,soundtrack,music_department||composer,soundtrack,music_department 1954-01-01 Erkan Ogur
4786|Invisible Island||11|1||||1957-01-01|Adventure||30|30 1 Adventure 1957-01-01 0 11 Invisible Island Invisible Island
4787||Gerhard Rosenfeld|||2003-01-01|1931-01-01||||composer,music_department,sound_department||2003-01-01 composer,music_department,sound_department Gerhard Rosenfeld 1931-01-01
4788|Episode #1.9||9|1||||1971-01-01|Drama|||Episode #1.9 9 1 0 Drama Episode #1.9 1971-01-01
4789||Josh Handley||||||||actor||Josh Handley actor
4790||Louise Friedberg||||1973-01-01||||director,script_department,assistant_director||1973-01-01 Louise Friedberg director,script_department,assistant_director
4791||Imogen Slaughter||||||||actress||Imogen Slaughter actress
4792||Eugene Salandra||||||||art_department,animation_department,director||Eugene Salandra art_department,animation_department,director
4793||Nina Wadia||||1968-01-01||||actress,writer,producer||1968-01-01 Nina Wadia actress,writer,producer
4794|Marriage Crisis||20|6||||1959-01-01|Drama||30|30 20 0 Drama 1959-01-01 Marriage Crisis 6 Marriage Crisis
4795||Robert Sherman|||1997-01-01|1926-01-01||||producer,writer,miscellaneous||producer,writer,miscellaneous Robert Sherman 1926-01-01 1997-01-01
4796||Roberto Ramirez||||||||||Roberto Ramirez
4797||Emily Reuer|||1981-01-01|1941-01-01||||actress,miscellaneous||1941-01-01 actress,miscellaneous Emily Reuer 1981-01-01
4798||Jennifer Salt||||1944-01-01||||producer,actress,writer||producer,actress,writer Jennifer Salt 1944-01-01
4799||Mike Csunyoscka||||||||animation_department,art_department,assistant_director||animation_department,art_department,assistant_director Mike Csunyoscka
4800||Charles Dale||||1963-01-01||||actor||1963-01-01 actor Charles Dale
4801||Sara B. Cooper||||||||producer,miscellaneous,writer||Sara B. Cooper producer,miscellaneous,writer
4802||Scott Michaels||||||||producer,writer,miscellaneous||producer,writer,miscellaneous Scott Michaels
4803||Harlan Ware|||1967-01-01|1902-01-01||||writer||writer 1967-01-01 1902-01-01 Harlan Ware
4804||Vadim Petrov|||2020-01-01|1932-01-01||||composer,actor,soundtrack||1932-01-01 composer,actor,soundtrack Vadim Petrov 2020-01-01
4805||Jules Jordan||||1972-01-01||||director,actor,producer||Jules Jordan 1972-01-01 director,actor,producer
4806|Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar||5|1||||2018-01-01|Reality-TV|||1 Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar Reality-TV 0 2018-01-01 Bamse ?lskade v?n, det fixar sig. Vi har m?nga ?r kvar 5
4807|Turkey Farmer||4|2||||2006-01-01|Reality-TV||43|2 43 Turkey Farmer Reality-TV 0 2006-01-01 Turkey Farmer 4
4808|The Complaint||3|1||||2005-01-01|Comedy|||1 The Complaint 0 Comedy 2005-01-01 The Complaint 3
4809|Partners and Other Strangers||21|5||||1997-01-01|Crime,Drama,Mystery|||Partners and Other Strangers Crime,Drama,Mystery 0 1997-01-01 Partners and Other Strangers 21 5
4810||Conrad Janis||||1928-01-01||||actor,director,producer||1928-01-01 actor,director,producer Conrad Janis
4811||Alan Taylor||||1965-01-01||||director,producer,writer||director,producer,writer Alan Taylor 1965-01-01
4812||Yuri Khanyutin||||||||writer||writer Yuri Khanyutin
4813||Hannes Staudinger|||1974-01-01|1907-01-01||||cinematographer,camera_department,miscellaneous||Hannes Staudinger cinematographer,camera_department,miscellaneous 1974-01-01 1907-01-01
4814|The Pony||1|2||||1961-01-01|Adventure,Drama,Family||30|2 30 The Pony 0 The Pony 1 Adventure,Drama,Family 1961-01-01
4815|Innocent Conspiracy||3|5||||1957-01-01|Drama||30|30 1957-01-01 0 Drama Innocent Conspiracy 5 Innocent Conspiracy 3
4816||Libby Brien||||||||actress,miscellaneous,sound_department||Libby Brien actress,miscellaneous,sound_department
4817||Eric Viellard||||||||actor||Eric Viellard actor
4818|Alpaca Shearer||20|2||||2006-01-01|Reality-TV||44|2 20 Reality-TV 44 0 Alpaca Shearer Alpaca Shearer 2006-01-01
4819||Kathryn Card|||1964-01-01|1892-01-01||||actress,soundtrack||1964-01-01 1892-01-01 Kathryn Card actress,soundtrack
4820||James B. Douglas|||2009-01-01|1929-01-01||||actor||2009-01-01 actor 1929-01-01 James B. Douglas
4821|Greensburg|||||||2008-01-01|Reality-TV|||Greensburg Greensburg Reality-TV 2008-01-01 0
4822||Tim Graham|||1979-01-01|1904-01-01||||actor||actor Tim Graham 1979-01-01 1904-01-01
4823||Chip Chinery||||1964-01-01||||actor,director,writer||Chip Chinery 1964-01-01 actor,director,writer
4824||Tony Abbott||||||||production_designer,art_department||Tony Abbott production_designer,art_department
4825||Woody Allen||||1935-01-01||||writer,director,actor||1935-01-01 writer,director,actor Woody Allen
4826|Grounds for Horror||12|1||||1993-01-01|Animation,Comedy,Fantasy||30|30 1 Grounds for Horror 0 12 Grounds for Horror Animation,Comedy,Fantasy 1993-01-01
4827|In Search of Crimes Past||17|3||||1995-01-01|Crime,Drama,Mystery|||Crime,Drama,Mystery In Search of Crimes Past 0 In Search of Crimes Past 17 1995-01-01 3
4828||Tita Purdom||||||||actress||Tita Purdom actress
4829|Abel|||||||2017-01-01|Short|||2017-01-01 Abel Short Abel 0
4830||Jason Armstrong||||||||producer,script_department,writer||producer,script_department,writer Jason Armstrong
4831||Hrvoje Gavranovic||||||||actor,camera_department,sound_department||actor,camera_department,sound_department Hrvoje Gavranovic
4832||Dirk M?ller||||1968-01-01||||||Dirk M?ller 1968-01-01
4833||Debbie Sarjeant||||||||producer,production_manager,camera_department||Debbie Sarjeant producer,production_manager,camera_department
4834||Patience Cleveland|||2004-01-01|1931-01-01||||actress||Patience Cleveland actress 1931-01-01 2004-01-01
4835||Mpho Koaho||||||||actor,soundtrack,producer||actor,soundtrack,producer Mpho Koaho
4836|The Calf||20|1||||1961-01-01|Adventure,Drama,Family||30|30 1 20 0 The Calf Adventure,Drama,Family 1961-01-01 The Calf
4837||Elman Bahnimtewa||||||||actor||Elman Bahnimtewa actor
4838||Marlene Willis|||1982-01-01|1942-01-01||||actress,soundtrack||1982-01-01 1942-01-01 actress,soundtrack Marlene Willis
4839||Lenora Mattingly||||||||writer||writer Lenora Mattingly
4840||Akiyuki Shinbo||||1961-01-01||||director,writer,animation_department||Akiyuki Shinbo director,writer,animation_department 1961-01-01
4841||Henry Slate|||1996-01-01|1910-01-01||||actor,soundtrack||1996-01-01 1910-01-01 actor,soundtrack Henry Slate
4842||Joanne Melton||||||||writer||writer Joanne Melton
4843||Herbert Lytton|||1981-01-01|1897-01-01||||actor||actor 1981-01-01 1897-01-01 Herbert Lytton
4844||Alexander Edwards||||||||writer||writer Alexander Edwards
4845||Kenneth Tobey|||2002-01-01|1917-01-01||||actor||Kenneth Tobey 1917-01-01 actor 2002-01-01
4846||Jack Natteford|||1970-01-01|1894-01-01||||writer,script_department,editor||writer,script_department,editor 1894-01-01 1970-01-01 Jack Natteford
4847|Love Between the Acts||6|8||||1960-01-01|Drama||30|30 Love Between the Acts 1960-01-01 0 Drama 8 6 Love Between the Acts
4848||Bryan Kregg||||||||editor,miscellaneous,production_manager||editor,miscellaneous,production_manager Bryan Kregg
4849||Mary Bretherton||||||||||Mary Bretherton
4850||Wilton Graff|||1969-01-01|1903-01-01||||actor,soundtrack||actor,soundtrack Wilton Graff 1969-01-01 1903-01-01
4851||Crick Hatch||||||||actor||Crick Hatch actor
4852||Russell Means|||2012-01-01|1939-01-01||||actor,soundtrack,producer||actor,soundtrack,producer Russell Means 2012-01-01 1939-01-01
4853||Wolfgang Randel||||||||cinematographer,writer,camera_department||Wolfgang Randel cinematographer,writer,camera_department
4854||Mario Pardo||||1944-01-01||||actor,special_effects,art_director||Mario Pardo actor,special_effects,art_director 1944-01-01
4855||Harry J. Wild|||1961-01-01|1901-01-01||||cinematographer,camera_department||cinematographer,camera_department 1961-01-01 1901-01-01 Harry J. Wild
4856||Ugur Y?cel||||1957-01-01||||actor,director,writer||1957-01-01 Ugur Y?cel actor,director,writer
4857|The Years Between||7|4||||1956-01-01|Drama||30|30 7 The Years Between 0 The Years Between Drama 1956-01-01 4
4858|Blood Wedding||10|5||||1996-01-01|Crime,Drama,Mystery|||Blood Wedding 1996-01-01 Crime,Drama,Mystery 0 Blood Wedding 10 5
4859||George Worthing Yates|||1975-01-01|1901-01-01||||writer||1975-01-01 George Worthing Yates writer 1901-01-01
4860||Mary Jo Randle||||1954-01-01||||actress||1954-01-01 Mary Jo Randle actress
4861|Incident in Kawi||5|4||||1956-01-01|Drama||30|30 Incident in Kawi 0 Drama 1956-01-01 Incident in Kawi 5 4
4862|The Fortune Teller||7|2||||1961-01-01|Adventure,Drama,Family||30|2 30 7 The Fortune Teller 0 The Fortune Teller Adventure,Drama,Family 1961-01-01
4863||Foster H. Phinney|||1985-01-01|1916-01-01||||assistant_director,actor,production_manager||1985-01-01 Foster H. Phinney 1916-01-01 assistant_director,actor,production_manager
4864||Joanne Davis||||||||actress||Joanne Davis actress
4865||James S. Henerson|||2020-01-01|1936-01-01||||writer,producer,miscellaneous||writer,producer,miscellaneous James S. Henerson 2020-01-01 1936-01-01
4866||Joyce Gordon|||2008-01-01|1934-01-01||||actress,soundtrack||Joyce Gordon actress,soundtrack 2008-01-01 1934-01-01
4867||Gaia V?tkov?|||2012-01-01|1933-01-01||||editor||editor 2012-01-01 1933-01-01 Gaia V?tkov?
4868||Julian Ras||||||||actor||Julian Ras actor
4869||Max Lamb||||||||miscellaneous,writer||Max Lamb miscellaneous,writer
4870||Terence Maples|||1980-01-01|1915-01-01||||writer||Terence Maples 1915-01-01 writer 1980-01-01
4871||Philip Michael Thomas||||1949-01-01||||actor,soundtrack,composer||1949-01-01 Philip Michael Thomas actor,soundtrack,composer
4872||Jessie Nelson||||1955-01-01||||producer,writer,director||Jessie Nelson producer,writer,director 1955-01-01
4873|Die ?gyptische Katze||2|4||||1966-01-01|Drama||73|73 1966-01-01 Die ?gyptische Katze 0 2 Drama Die ?gyptische Katze 4
4874||Antoinette Ford||||||||editor,special_effects||editor,special_effects Antoinette Ford
4875||Madge Cleveland|||1978-01-01|1906-01-01||||actress||1906-01-01 actress 1978-01-01 Madge Cleveland
4876||Bob Miano||||||||director,producer,writer||director,producer,writer Bob Miano
4877||Serge Hazanavicius||||1963-01-01||||actor,director,writer||1963-01-01 Serge Hazanavicius actor,director,writer
4878|The Last Witness||9|6||||1958-01-01|Drama||30|30 9 The Last Witness 0 Drama 6 1958-01-01 The Last Witness
4879|Terry||13|2||||1961-01-01|Adventure,Drama,Family||30|2 30 Terry Terry 0 13 Adventure,Drama,Family 1961-01-01
4880|Per Andersson g?star||1|3||||2019-01-01|Comedy|||0 Per Andersson g?star Per Andersson g?star 1 Comedy 2019-01-01 3
4881||Hartmut Reck|||2001-01-01|1932-01-01||||actor||1932-01-01 actor 2001-01-01 Hartmut Reck
4882||Fritz B?ttger|||1981-01-01|1902-01-01||||writer,actor,miscellaneous||writer,actor,miscellaneous Fritz B?ttger 1981-01-01 1902-01-01
4883||Kyle Secor||||1957-01-01||||actor,director||1957-01-01 actor,director Kyle Secor
4884||Renate Blume||||1944-01-01||||actress||Renate Blume actress 1944-01-01
4885||Nina Min-Lien van Hofsloot||||||||actress||Nina Min-Lien van Hofsloot actress
4886|Decision||20|2||||1955-01-01|Drama||30|2 30 Decision 20 0 Drama 1955-01-01 Decision
4887||Patrick Farrow|||2009-01-01|1942-01-01||||actor||2009-01-01 actor Patrick Farrow 1942-01-01
4888||Ginny Tyler|||2012-01-01|1925-01-01||||actress,miscellaneous,sound_department||Ginny Tyler 2012-01-01 actress,miscellaneous,sound_department 1925-01-01
4889||Michel Legrand|||2019-01-01|1932-01-01||||composer,soundtrack,music_department||composer,soundtrack,music_department 2019-01-01 1932-01-01 Michel Legrand
4890||Colin Fox||||1938-01-01||||actor,soundtrack||1938-01-01 Colin Fox actor,soundtrack
4891||Rex Stout|||1975-01-01|1886-01-01||||writer||1975-01-01 Rex Stout writer 1886-01-01
4892|The Fires of Kanua||8|3||||1961-01-01|Adventure||49|Adventure 8 The Fires of Kanua 0 The Fires of Kanua 49 1961-01-01 3
4893||Frederic H. Mayerson||||||||producer,miscellaneous||producer,miscellaneous Frederic H. Mayerson
4894||Gerd Mayen|||2009-01-01|1929-01-01||||actor||2009-01-01 actor 1929-01-01 Gerd Mayen
4895||Aida Rodgers||||||||producer,production_manager,assistant_director||Aida Rodgers producer,production_manager,assistant_director
4896|Suruga monki sono san||8|1||||2009-01-01|Action,Animation,Comedy||24|1 Suruga monki sono san 8 Action,Animation,Comedy 24 0 Suruga monki sono san 2009-01-01
4897|The Unwanted||26|7||||1960-01-01|Drama||30|30 1960-01-01 0 Drama 7 The Unwanted 26 The Unwanted
4898|Birthday||4|6||||1997-01-01|Crime,Drama,Mystery|||Birthday Crime,Drama,Mystery Birthday 0 1997-01-01 6 4
4899|The Wanderer||10|1||||1962-01-01|Drama,Sport,Western||60|1 Drama,Sport,Western 1962-01-01 0 10 The Wanderer The Wanderer 60
4900||Masayuki Izumi|||2015-01-01|1980-01-01||||actor||actor 1980-01-01 2015-01-01 Masayuki Izumi
4901|Alleen op de wereld||||||2016-01-01|2016-01-01|Adventure,Family||10|10 2016-01-01 Alleen op de wereld Adventure,Family 0 2016-01-01 Alleen op de wereld
4902||Richard Travis|||1989-01-01|1913-01-01||||actor,soundtrack||actor,soundtrack 1913-01-01 Richard Travis 1989-01-01
4903||Serge Bromberg||||1961-01-01||||producer,writer,director||Serge Bromberg 1961-01-01 producer,writer,director
4904|Jacques P?pin: Fast Food My Way|||||||2004-01-01|Family||30|30 2004-01-01 Jacques P?pin: Fast Food My Way Jacques P?pin: Fast Food My Way Family 0
4905||Edward Dmytryk|||1999-01-01|1908-01-01||||director,editor,editorial_department||director,editor,editorial_department 1908-01-01 Edward Dmytryk 1999-01-01
4906||Bob Odenkirk||||1962-01-01||||writer,actor,producer||writer,actor,producer 1962-01-01 Bob Odenkirk
4907||Carl Franklin||||1949-01-01||||actor,director,writer||1949-01-01 Carl Franklin actor,director,writer
4908||Casey Tibbs|||1990-01-01|1929-01-01||||actor,stunts,miscellaneous||1990-01-01 1929-01-01 actor,stunts,miscellaneous Casey Tibbs
4909||Mark Roberts|||2006-01-01|1921-01-01||||actor||Mark Roberts 1921-01-01 actor 2006-01-01
4910||Elizabeth Allen|||2006-01-01|1929-01-01||||actress||actress 1929-01-01 Elizabeth Allen 2006-01-01
4911||Toshimasa Suzuki||||||||director,art_department,assistant_director||director,art_department,assistant_director Toshimasa Suzuki
4912||Ruth-Maria Kubitschek||||1931-01-01||||actress,soundtrack,writer||1931-01-01 Ruth-Maria Kubitschek actress,soundtrack,writer
4913||William Forrest|||1989-01-01|1902-01-01||||actor||actor William Forrest 1902-01-01 1989-01-01
4914|The Incredible Mr. Brisby||4|1||||2004-01-01|Action,Adventure,Animation||22|2004-01-01 1 Action,Adventure,Animation 22 The Incredible Mr. Brisby 0 The Incredible Mr. Brisby 4
4915||Miss Fukiko-san||||||||writer||writer Miss Fukiko-san
4916||Michele Montau|||1989-01-01|1924-01-01||||actress||actress Michele Montau 1989-01-01 1924-01-01
4917||Margarita Volodina||||1938-01-01||||actress||1938-01-01 actress Margarita Volodina
4918||Kyle Downes||||1983-01-01||||actor,editorial_department,editor||actor,editorial_department,editor 1983-01-01 Kyle Downes
4919|The Hollywood Story||20|1||||1954-01-01|Drama||30|30 1 1954-01-01 20 0 The Hollywood Story Drama The Hollywood Story
4920|Chapter 43||4|4||||2016-01-01|Drama||43|Chapter 43 43 2016-01-01 0 Chapter 43 Drama 4 4
4921||Mine Vargi||||||||producer||producer Mine Vargi
4922|Bell Maker||25|2||||2006-01-01|Reality-TV||44|2 Bell Maker Reality-TV 44 0 2006-01-01 25 Bell Maker
4923||Peter Markle||||1952-01-01||||director,writer,producer||Peter Markle director,writer,producer 1952-01-01
4924||Wilmut Borell|||1997-01-01|1922-01-01||||actor||1922-01-01 actor 1997-01-01 Wilmut Borell
4925||Jamel Frazier||||||||actor||actor Jamel Frazier
4926||Joni Skiftesvik||||1948-01-01||||writer,actor,script_department||Joni Skiftesvik 1948-01-01 writer,actor,script_department
4927|Dangerous Verdict||25|5||||1958-01-01|Drama||30|30 0 Drama Dangerous Verdict 1958-01-01 5 Dangerous Verdict 25
4928|Chapter 14||1|2||||2014-01-01|Drama||50|2 2014-01-01 0 1 Drama Chapter 14 Chapter 14 50
4929||Todd Raleigh||||||||editor,editorial_department,animation_department||editor,editorial_department,animation_department Todd Raleigh
