id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/abstract|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/numberOfSeasons|http://dbpedia.org/ontology/numberOfEpisodes|http://dbpedia.org/ontology/birthDate|http://dbpedia.org/ontology/releaseDate|https://www.scads.de/movieBenchmark/ontology/last_air_date|https://www.scads.de/movieBenchmark/ontology/release_year|http://dbpedia.org/ontology/runtime|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/origin_country|aggregate value
4782|Buried Alive- Luckman And Reid||'On the night of May 4, 1982, 13-year-old Terry Ryan rushed into his family home in Marsden, a suburb of Brisbane, and told his mother an astonishing story.Terry said that he had been forced by two men to participate in the sexual assault and prolonged torture and murder of his best friend, 13 year old Peter Aston. He said he had buried Aston in a shallow grave in scrubland about 60 kilometres south, over the New South Wales border, near the seaside hamlet of Kingscliff. Belita Ryan immediately rang the police. Terry retold his story to Detectives of the Queensland Criminal Investigation Branch.At approximately 4:45 on the morning of May 5th, the detectives drove Terry and his mother over the border into New South Wales. Terry led his mother and the detectives along the sandy track into the scrub. After about 200 meters, the track opened onto a roughly cleared area and the tire tracks disappeared into bush land on the other side of it.''There ... in there,'' Terry Ryan said as he pointed into the foliage. ''It's in there.''. The detectives led the way, and as they entered the track, they came across a grave-sized mound of earth off to the north-east. It was covered with small tree branches and twigs obviously broken from the nearby trees. Terry stepped back into his mother's arms and began to cry as the police officers approached the ominous mound and examined the freshly turned earth. In the dawn light, they saw spots of blood in the sand and a large, wet, blood-soaked section in the centre of the raised soil.Lying in the sand at the head of the bush grave was a dark sock and a knife in a sheaf. What the police officers found beneath the mound almost defied their comprehension.|9|3||||2009-10-29||2009-01-01||||9 2009-10-29 2009-01-01 Buried Alive- Luckman And Reid 'On the night of May 4, 1982, 13-year-old Terry Ryan rushed into his family home in Marsden, a suburb of Brisbane, and told his mother an astonishing story.Terry said that he had been forced by two men to participate in the sexual assault and prolonged torture and murder of his best friend, 13 year old Peter Aston. He said he had buried Aston in a shallow grave in scrubland about 60 kilometres south, over the New South Wales border, near the seaside hamlet of Kingscliff. Belita Ryan immediately rang the police. Terry retold his story to Detectives of the Queensland Criminal Investigation Branch.At approximately 4:45 on the morning of May 5th, the detectives drove Terry and his mother over the border into New South Wales. Terry led his mother and the detectives along the sandy track into the scrub. After about 200 meters, the track opened onto a roughly cleared area and the tire tracks disappeared into bush land on the other side of it.''There ... in there,'' Terry Ryan said as he pointed into the foliage. ''It's in there.''. The detectives led the way, and as they entered the track, they came across a grave-sized mound of earth off to the north-east. It was covered with small tree branches and twigs obviously broken from the nearby trees. Terry stepped back into his mother's arms and began to cry as the police officers approached the ominous mound and examined the freshly turned earth. In the dawn light, they saw spots of blood in the sand and a large, wet, blood-soaked section in the centre of the raised soil.Lying in the sand at the head of the bush grave was a dark sock and a knife in a sheaf. What the police officers found beneath the mound almost defied their comprehension. 3
4783|Monty Repeats Himself||A teacher asks Monty to paint something new instead of repeating himself, but Monty thinks repetition can sometimes be useful.|55|1||||2017-07-14||2017-01-01||||1 A teacher asks Monty to paint something new instead of repeating himself, but Monty thinks repetition can sometimes be useful. 55 Monty Repeats Himself 2017-01-01 2017-07-14
4784||Victoria Rose Sampson|||||||||||||Victoria Rose Sampson 1 Sound
4785|Mattress Recycler||Mike finds out what happens to old mattresses after people throw them out.|11|5||||2009-10-06||2009-01-01||||2009-10-06 Mattress Recycler 11 Mike finds out what happens to old mattresses after people throw them out. 5 2009-01-01
4786||Paul Clancy|||||||||||||Paul Clancy 0
4787|Truth or Consequence||Ace and Cosmo are watching a Flppball game when suddenly their favorite player, Skip Ramsdale accidently crashes into Barsky, a player from the opposing team. While Barsky is in the stretcher, he sues Skipper and he is arrested by the police. In the Magic Express, Ace and Cosmo don't believe the fact that Skip was guilty. Ace decides to gather more information about the incident. The problem is that the police won't allow anyone to speak to Skip so they go to their next source: Bob Ret, manager of the Chips Team. Bob explains everything to Ace and Cosmo about the contract Skip received from the Pirates team replacing Barsky. So Ace and Cosmo go to Barsky's private island to spy. After learning the fact that Barsky was actually faking, they are caught. The two must race for their lives.|4|2||||||||||2 Ace and Cosmo are watching a Flppball game when suddenly their favorite player, Skip Ramsdale accidently crashes into Barsky, a player from the opposing team. While Barsky is in the stretcher, he sues Skipper and he is arrested by the police. In the Magic Express, Ace and Cosmo don't believe the fact that Skip was guilty. Ace decides to gather more information about the incident. The problem is that the police won't allow anyone to speak to Skip so they go to their next source: Bob Ret, manager of the Chips Team. Bob explains everything to Ace and Cosmo about the contract Skip received from the Pirates team replacing Barsky. So Ace and Cosmo go to Barsky's private island to spy. After learning the fact that Barsky was actually faking, they are caught. The two must race for their lives. Truth or Consequence 4
4788||Fatima Productions|||||||||||||productionCompany Fatima Productions
4789|Lies and Other Truths||'A slightly intoxicated man (driving with his wife) aggressively whips his car around a state-owned truck; the offended truck driver rams their car; their aggression results in a collision where both drivers die. The man's wife is in serious condition. Kellerman and Munch investigate this case. Falsone gets prepared for the final hearing in his bid for custody of his son. Meanwhile, the other detectives investigate the death of a man who made a mobile phone call from the coffin in which he had been buried alive. The coffin was buried in the parade ground of an old spy school. The victim might have remained alive if the lid hadn't been sabotaged to collapse. In the car / truck collision case, Cox's boss wants her to ''''verify'''' the results of the car driver's blood alcohol level to help protect the state from serious litigation. An old Russian friend of Gee's furnishes them with information that leads the detectives to the discovery of a group of men who couldn't make it as spies. (They cal|14|6||||1998-03-06||1998-01-01||||'A slightly intoxicated man (driving with his wife) aggressively whips his car around a state-owned truck; the offended truck driver rams their car; their aggression results in a collision where both drivers die. The man's wife is in serious condition. Kellerman and Munch investigate this case. Falsone gets prepared for the final hearing in his bid for custody of his son. Meanwhile, the other detectives investigate the death of a man who made a mobile phone call from the coffin in which he had been buried alive. The coffin was buried in the parade ground of an old spy school. The victim might have remained alive if the lid hadn't been sabotaged to collapse. In the car / truck collision case, Cox's boss wants her to ''''verify'''' the results of the car driver's blood alcohol level to help protect the state from serious litigation. An old Russian friend of Gee's furnishes them with information that leads the detectives to the discovery of a group of men who couldn't make it as spies. (They cal 6 Lies and Other Truths 1998-03-06 1998-01-01 14
4790|For Better or For Worse|||2|6||||1958-10-12||1958-01-01||||2 1958-10-12 For Better or For Worse 6 1958-01-01
4791|Grounds for Horror||'A disagreeable camp counselor is menaced by Hoser, an invisible boogeyman who lives in the forest.|12|1||||1993-12-11||1993-01-01||||1 Grounds for Horror 12 1993-01-01 1993-12-11 'A disagreeable camp counselor is menaced by Hoser, an invisible boogeyman who lives in the forest.
4792||Daniel Chun|||||||||||||2 Daniel Chun Writing
4793|The Bellicose Proxy||The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity.|6|7||||2018-09-09||2018-01-01||||2018-01-01 2018-09-09 7 The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity. 6 The Bellicose Proxy
4794|T-TR– TRAINING D-A– DAY||Jimmy takes JJ camping to give him “the talk,” Maya trains a ragtag group of new aides, and sparks fly between Dylan and Ray’s bully.|4|2||||2017-10-18||2017-01-01||||2 Jimmy takes JJ camping to give him “the talk,” Maya trains a ragtag group of new aides, and sparks fly between Dylan and Ray’s bully. T-TR– TRAINING D-A– DAY 2017-01-01 4 2017-10-18
4795|S-P– SPECIAL B– BOY T-I– TIME||Ray’s attempt to manipulate Maya over an unfulfilled promise of mother-son time backfires when she calls his bluff. JJ tries a new aide after he and Kenneth agree to spend a day apart. Meanwhile, Jimmy’s unsure how to handle Dylan’s teen angst when she invites a boy over.|17|3||||2019-03-08||2019-01-01||||2019-03-08 Ray’s attempt to manipulate Maya over an unfulfilled promise of mother-son time backfires when she calls his bluff. JJ tries a new aide after he and Kenneth agree to spend a day apart. Meanwhile, Jimmy’s unsure how to handle Dylan’s teen angst when she invites a boy over. 17 2019-01-01 S-P– SPECIAL B– BOY T-I– TIME 3
4796||Shiro Shibata|||||||||||||Shiro Shibata 0
4797|A Matter of Pride||Rodeo rider Miller Hill ties himself so tightly to a brahma bull he is riding that he ends up being killed by the animal.  His family refuse to accept money that Stoney collects to help them in their hour of need.|6|1||||1962-11-05||1962-01-01||||1962-01-01 1 Rodeo rider Miller Hill ties himself so tightly to a brahma bull he is riding that he ends up being killed by the animal.  His family refuse to accept money that Stoney collects to help them in their hour of need. 1962-11-05 6 A Matter of Pride
4798|Robin Hood||With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.||||||1973-11-08||1973-01-01|83|Animation||English en Animation United States of America 1973-11-08 32056467 Robin Hood 15000000 Robin Hood With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men. Meet Robin Hood and his MERRY MENagerie! 1973-01-01 Released  Family 83
4799||MTV||||||||||||US|network US MTV
4800|Incident in Suva|||12|2||||1960-12-26||1960-01-01||||2 1960-12-26 Incident in Suva 12 1960-01-01
4801|Explosion Above|||25|1||||1958-05-18||1958-01-01||||1 1958-05-18 Explosion Above 25 1958-01-01
4802||Matt Bogart|||||||||||||Matt Bogart 0
4803||Daniel Grao|||||||||||||Daniel Grao 2
4804|Living in Song, Living in Love||Lupin the Third has declared that he will steal the mask of a famous opera singer. Inspector Zenigata takes note of this challenge, and decides to personally attend the singer's next performance.|4|1||||2012-04-26||2012-01-01||||2012-04-26 2012-01-01 1 Lupin the Third has declared that he will steal the mask of a famous opera singer. Inspector Zenigata takes note of this challenge, and decides to personally attend the singer's next performance. Living in Song, Living in Love 4
4805||John Turturro|||||||||||||2 John Turturro Acting
4806||Jan Z?zvorka|||||||||||||2 Jan Z?zvorka
4807|Episode 5|||5|1||||2013-09-25||2013-01-01||||1 Episode 5 2013-01-01 2013-09-25 5
4808|Episode 6|||6|1||||2007-11-16||2007-01-01||||2007-11-16 2007-01-01 1 6 Episode 6
4809||John Isaacs|||||||||||||2 John Isaacs
4810||Jean Midre|||||||||||||Jean Midre 0
4811||Angelo D'Alessandro|||||||||||||Directing Angelo D'Alessandro 0
4812|Double Blind||A girl complains to the desk sergeant about her father's abuse of her mother. Meldrick spends the night remembering Crosetti with the Chris and Eva Thormann. Chris reflects on his own memories of the shooting incident that blinded him, the shooter is now up for parole. Bayliss with Pembleton investigate the homicide of a man shot to death in his own house. The shooter, the murdered man's wife will testify, is their daughter. The case triggers a painful memory for Tim who goes to visit his Uncle George.|18|5||||1997-04-11||1997-01-01||||1997-01-01 18 1997-04-11 5 A girl complains to the desk sergeant about her father's abuse of her mother. Meldrick spends the night remembering Crosetti with the Chris and Eva Thormann. Chris reflects on his own memories of the shooting incident that blinded him, the shooter is now up for parole. Bayliss with Pembleton investigate the homicide of a man shot to death in his own house. The shooter, the murdered man's wife will testify, is their daughter. The case triggers a painful memory for Tim who goes to visit his Uncle George. Double Blind
4813||Leo Williams|||||||||||||Leo Williams 0
4814||Yoshie Minami|||||||||||||Yoshie Minami 0
4815||Billy Goldenberg|||||||||||||2 Billy Goldenberg
4816||Andy de Emmony|||||||||||||Andy de Emmony 2 Directing
4817||Shosuke Shimizu|||||||||||||Shosuke Shimizu 0
4818|Cubby House||Monty is disappointed to find the cubby house Stan built him is empty inside, until he begins to fill it with his imagination.|18|1||||2016-08-31||2016-01-01||||1 2016-08-31 18 Cubby House Monty is disappointed to find the cubby house Stan built him is empty inside, until he begins to fill it with his imagination. 2016-01-01
4819||Mosfilm||||||||||||SU|Mosfilm productionCompany SU
4820|Episode 3|||3|2||||2015-04-22||2015-01-01||||2015-01-01 2 Episode 3 2015-04-22 3
4821||Guylaine Schlumberger|||||||||||||Guylaine Schlumberger 0
4822|Ice Salvage Crew||Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice.|12|4||||2008-05-19||2008-01-01||||Mike gets dirty in Alaska as he helps protect the environment by cleaning up an oil spill. He then travels to Minnesota where he works to pull a car out of a lake that has fallen through the ice. 12 Ice Salvage Crew 2008-05-19 2008-01-01 4
4823|Inga III|||19|3||||1956-01-08||1956-01-01||||Inga III 19 1956-01-08 1956-01-01 3
4824||Candy Candido|||||||||||||Candy Candido 2
4825||Pete Postlethwaite|||||||||||||Pete Postlethwaite 2
4826|The Wreckers|||7|1||||1957-11-07||1957-01-01||||1957-01-01 1 7 The Wreckers 1957-11-07
4827|Episode 4|||4|1||||2019-05-04||2019-01-01||||Episode 4 1 2019-01-01 2019-05-04 4
4828|The Haunted||Wealthy Vanessa Sutton Charles is plagued by mysterious apparitions of her dead husband. Strangely, the visitations occur on nights when Tahitians believe the dead come from the sea to haunt the living.|11|1||||1959-12-21||1959-01-01||||1959-12-21 1 The Haunted 11 1959-01-01 Wealthy Vanessa Sutton Charles is plagued by mysterious apparitions of her dead husband. Strangely, the visitations occur on nights when Tahitians believe the dead come from the sea to haunt the living.
4829|The Primary|||7|1||||2008-07-27||2008-01-01||||2008-07-27 1 7 2008-01-01 The Primary
4830|Every Which Way But Zeus||Someone is capturing heroes and villains and taking them to a super death camp. The forces of good and evil must join forces to stop their mysterious captor.|11|4||||2010-09-26||2010-01-01||||Someone is capturing heroes and villains and taking them to a super death camp. The forces of good and evil must join forces to stop their mysterious captor. 11 2010-01-01 Every Which Way But Zeus 2010-09-26 4
